年份,年龄组,性别,人口_人,劳动参与率,就业率,覆盖率,缴费人数_人,情景,情景标签,来源或假设
2036,15-19,女,131510.6,0.1789,0.963,0.85,19253.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,20-24,男,174656.4,0.67,0.963,0.85,95786.5,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,20-24,女,165789.9,0.6084,0.963,0.85,82563.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,25-29,男,178379.7,0.955,0.963,0.85,139442.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,25-29,女,170507.5,0.8732,0.963,0.85,121865.0,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,30-34,男,175909.5,0.959,0.963,0.85,138087.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,30-34,女,176325.9,0.8591,0.963,0.85,123997.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,35-39,男,211704.6,0.94,0.963,0.85,162893.4,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,35-39,女,203849.8,0.8177,0.963,0.85,136440.5,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,40-44,男,254621.1,0.922,0.963,0.85,192163.3,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,40-44,女,252703.4,0.7815,0.963,0.85,161647.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,45-49,男,261236.1,0.93,0.963,0.85,198866.4,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,45-49,女,272383.4,0.7537,0.963,0.85,168040.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,50-54,男,257426.0,0.927,0.963,0.85,195333.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,50-54,女,293292.0,0.7205,0.963,0.85,172961.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,55-59,男,246099.1,0.851,0.963,0.85,171429.2,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,55-59,女,304660.0,0.6069,0.963,0.85,151360.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,60-64,男,251430.2,0.683,0.963,0.85,140567.0,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,60-64,女,320651.0,0.3975,0.963,0.85,104341.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,15-19,混合,270564.9,0.2,0.963,0.85,44294.1,高,乐观,男+女合计
2036,20-24,混合,340446.3,0.64,0.963,0.85,178350.2,高,乐观,男+女合计
2036,25-29,混合,348887.2,0.915,0.963,0.85,261307.1,高,乐观,男+女合计
2036,30-34,混合,352235.4,0.909,0.963,0.85,262085.0,高,乐观,男+女合计
2036,35-39,混合,415554.4,0.88,0.963,0.85,299333.9,高,乐观,男+女合计
2036,40-44,混合,507324.5,0.852,0.963,0.85,353810.4,高,乐观,男+女合计
2036,45-49,混合,533619.5,0.84,0.963,0.85,366907.2,高,乐观,男+女合计
2036,50-54,混合,550718.0,0.817,0.963,0.85,368295.6,高,乐观,男+女合计
2036,55-59,混合,550759.1,0.716,0.963,0.85,322789.9,高,乐观,男+女合计
2036,60-64,混合,572081.2,0.523,0.963,0.85,244908.9,高,乐观,男+女合计
2037,15-19,男,131756.0,0.22,0.963,0.85,23726.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,15-19,女,124713.7,0.1789,0.963,0.85,18259.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,20-24,男,170995.3,0.67,0.963,0.85,93778.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,20-24,女,162698.4,0.6085,0.963,0.85,81034.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,25-29,男,181650.7,0.955,0.963,0.85,141999.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,25-29,女,173948.4,0.8732,0.963,0.85,124335.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,30-34,男,179644.0,0.959,0.963,0.85,141018.6,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,30-34,女,178716.6,0.8587,0.963,0.85,125623.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,35-39,男,207748.9,0.94,0.963,0.85,159849.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,35-39,女,201883.7,0.8183,0.963,0.85,135218.5,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,40-44,男,249152.7,0.922,0.963,0.85,188036.3,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,40-44,女,246431.6,0.7812,0.963,0.85,157586.5,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,45-49,男,262099.7,0.93,0.963,0.85,199523.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,45-49,女,271025.0,0.753,0.963,0.85,167043.2,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,50-54,男,259563.5,0.927,0.963,0.85,196955.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,50-54,女,290944.3,0.7189,0.963,0.85,171199.3,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,55-59,男,249147.6,0.8505,0.963,0.85,173450.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,55-59,女,303674.1,0.6047,0.963,0.85,150321.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,60-64,男,251086.6,0.6825,0.963,0.85,140272.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,60-64,女,318821.2,0.3965,0.963,0.85,103473.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,15-19,混合,256469.7,0.2,0.963,0.85,41986.7,高,乐观,男+女合计
2037,20-24,混合,333693.7,0.64,0.963,0.85,174812.8,高,乐观,男+女合计
2037,25-29,混合,355599.1,0.915,0.963,0.85,266334.2,高,乐观,男+女合计
2037,30-34,混合,358360.6,0.909,0.963,0.85,266642.4,高,乐观,男+女合计
2037,35-39,混合,409632.6,0.88,0.963,0.85,295068.2,高,乐观,男+女合计
2037,40-44,混合,495584.3,0.852,0.963,0.85,345622.8,高,乐观,男+女合计
2037,45-49,混合,533124.7,0.84,0.963,0.85,366567.0,高,乐观,男+女合计
2037,50-54,混合,550507.8,0.817,0.963,0.85,368155.0,高,乐观,男+女合计
2037,55-59,混合,552821.7,0.7155,0.963,0.85,323772.5,高,乐观,男+女合计
2037,60-64,混合,569907.8,0.5225,0.963,0.85,243745.2,高,乐观,男+女合计
2038,15-19,男,124280.6,0.22,0.963,0.85,22380.6,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,15-19,女,117730.1,0.1789,0.963,0.85,17239.0,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,20-24,男,167129.7,0.67,0.963,0.85,91658.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,20-24,女,159384.8,0.6085,0.963,0.85,79393.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,25-29,男,184444.9,0.955,0.963,0.85,144183.4,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,25-29,女,176869.4,0.8733,0.963,0.85,126431.4,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,30-34,男,183260.8,0.959,0.963,0.85,143857.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,30-34,女,180980.4,0.8584,0.963,0.85,127160.2,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,35-39,男,203682.6,0.94,0.963,0.85,156720.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,35-39,女,199790.4,0.8188,0.963,0.85,133910.4,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,40-44,男,243584.6,0.922,0.963,0.85,183834.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,40-44,女,240039.6,0.781,0.963,0.85,153447.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,45-49,男,262923.4,0.93,0.963,0.85,200150.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,45-49,女,269623.1,0.7522,0.963,0.85,166018.6,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,50-54,男,261694.4,0.927,0.963,0.85,198572.6,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,50-54,女,288576.7,0.7172,0.963,0.85,169424.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,55-59,男,252327.4,0.85,0.963,0.85,175561.2,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,55-59,女,302836.1,0.6025,0.963,0.85,149355.6,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,60-64,男,250739.3,0.682,0.963,0.85,139975.5,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,60-64,女,316962.5,0.3954,0.963,0.85,102593.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,15-19,混合,242010.7,0.2,0.963,0.85,39619.6,高,乐观,男+女合计
2038,20-24,混合,326514.5,0.64,0.963,0.85,171051.8,高,乐观,男+女合计
2038,25-29,混合,361314.3,0.915,0.963,0.85,270614.8,高,乐观,男+女合计
2038,30-34,混合,364241.2,0.909,0.963,0.85,271018.0,高,乐观,男+女合计
2038,35-39,混合,403473.0,0.88,0.963,0.85,290631.3,高,乐观,男+女合计
2038,40-44,混合,483624.2,0.852,0.963,0.85,337281.8,高,乐观,男+女合计
2038,45-49,混合,532546.5,0.84,0.963,0.85,366169.4,高,乐观,男+女合计
2038,50-54,混合,550271.1,0.817,0.963,0.85,367996.7,高,乐观,男+女合计
2038,55-59,混合,555163.5,0.715,0.963,0.85,324916.8,高,乐观,男+女合计
2038,60-64,混合,567701.8,0.522,0.963,0.85,242569.4,高,乐观,男+女合计
2039,15-19,男,116663.6,0.22,0.963,0.85,21008.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,15-19,女,110598.0,0.1789,0.963,0.85,16196.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,20-24,男,163059.7,0.67,0.963,0.85,89426.6,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,20-24,女,155848.9,0.6086,0.963,0.85,77640.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,25-29,男,186745.4,0.955,0.963,0.85,145981.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,25-29,女,179251.8,0.8733,0.963,0.85,128140.4,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,30-34,男,186760.1,0.959,0.963,0.85,146604.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,30-34,女,183117.3,0.858,0.963,0.85,128607.0,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,35-39,男,199505.6,0.94,0.963,0.85,153507.0,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,35-39,女,197569.7,0.8194,0.963,0.85,132515.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,40-44,男,237916.8,0.922,0.963,0.85,179556.5,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,40-44,女,233527.6,0.7807,0.963,0.85,149230.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,45-49,男,263689.5,0.93,0.963,0.85,200734.0,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,45-49,女,268158.5,0.7515,0.963,0.85,164955.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,50-54,男,263818.7,0.927,0.963,0.85,200184.5,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,50-54,女,286189.1,0.7156,0.963,0.85,167636.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,55-59,男,255646.2,0.8495,0.963,0.85,177765.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,55-59,女,302154.5,0.6003,0.963,0.85,148466.3,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,60-64,男,250387.9,0.6815,0.963,0.85,139676.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,60-64,女,315074.3,0.3943,0.963,0.85,101704.2,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2039,15-19,混合,227261.6,0.2,0.963,0.85,37205.0,高,乐观,男+女合计
2039,20-24,混合,318908.6,0.64,0.963,0.85,167067.3,高,乐观,男+女合计
2039,25-29,混合,365997.2,0.915,0.963,0.85,274122.1,高,乐观,男+女合计
2039,30-34,混合,369877.4,0.909,0.963,0.85,275211.7,高,乐观,男+女合计
2039,35-39,混合,397075.3,0.88,0.963,0.85,286022.9,高,乐观,男+女合计
2039,40-44,混合,471444.4,0.852,0.963,0.85,328787.4,高,乐观,男+女合计
2039,45-49,混合,531848.0,0.84,0.963,0.85,365689.1,高,乐观,男+女合计
2039,50-54,混合,550007.8,0.817,0.963,0.85,367820.6,高,乐观,男+女合计
2039,55-59,混合,557800.7,0.7145,0.963,0.85,326232.0,高,乐观,男+女合计
2039,60-64,混合,565462.2,0.5215,0.963,0.85,241381.0,高,乐观,男+女合计
2040,15-19,男,108940.2,0.22,0.963,0.85,19618.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,15-19,女,103355.6,0.1789,0.963,0.85,15136.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,20-24,男,158785.1,0.67,0.963,0.85,87082.3,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,20-24,女,152090.8,0.6087,0.963,0.85,75776.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,25-29,男,188534.9,0.955,0.963,0.85,147380.6,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,25-29,女,181077.2,0.8734,0.963,0.85,129449.0,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,30-34,男,190142.0,0.959,0.963,0.85,149259.5,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,30-34,女,185127.4,0.8576,0.963,0.85,129964.2,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,35-39,男,195217.8,0.94,0.963,0.85,150207.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,35-39,女,195221.7,0.82,0.963,0.85,131035.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,40-44,男,232149.1,0.922,0.963,0.85,175203.6,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,40-44,女,226895.4,0.7804,0.963,0.85,144936.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,45-49,男,264380.6,0.93,0.963,0.85,201260.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,45-49,女,266612.2,0.7508,0.963,0.85,163841.0,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,50-54,男,265936.6,0.927,0.963,0.85,201791.6,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,50-54,女,283781.3,0.7139,0.963,0.85,165835.2,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,55-59,男,259111.9,0.849,0.963,0.85,180069.5,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,55-59,女,301638.0,0.598,0.963,0.85,147657.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,60-64,男,250031.9,0.681,0.963,0.85,139375.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,60-64,女,313156.4,0.3933,0.963,0.85,100803.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2040,15-19,混合,212295.8,0.2,0.963,0.85,34755.0,高,乐观,男+女合计
2040,20-24,混合,310875.9,0.64,0.963,0.85,162859.2,高,乐观,男+女合计
2040,25-29,混合,369612.1,0.915,0.963,0.85,276829.6,高,乐观,男+女合计
2040,30-34,混合,375269.4,0.909,0.963,0.85,279223.7,高,乐观,男+女合计
2040,35-39,混合,390439.5,0.88,0.963,0.85,281242.9,高,乐观,男+女合计
2040,40-44,混合,459044.5,0.852,0.963,0.85,320139.7,高,乐观,男+女合计
2040,45-49,混合,530992.8,0.84,0.963,0.85,365101.1,高,乐观,男+女合计
2040,50-54,混合,549717.9,0.817,0.963,0.85,367626.8,高,乐观,男+女合计
2040,55-59,混合,560749.9,0.714,0.963,0.85,327727.3,高,乐观,男+女合计
2040,60-64,混合,563188.3,0.521,0.963,0.85,240179.8,高,乐观,男+女合计
2041,15-19,男,101145.7,0.22,0.963,0.85,18214.4,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,15-19,女,96041.3,0.1789,0.963,0.85,14067.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,20-24,男,154306.0,0.67,0.963,0.85,84625.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,20-24,女,148110.5,0.6087,0.963,0.85,73801.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,25-29,男,189796.6,0.955,0.963,0.85,148366.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,25-29,女,182326.9,0.8734,0.963,0.85,130343.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,30-34,男,193406.5,0.959,0.963,0.85,151822.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,30-34,女,187010.7,0.8573,0.963,0.85,131231.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,35-39,男,190819.4,0.94,0.963,0.85,146823.5,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,35-39,女,192746.4,0.8206,0.963,0.85,129468.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,40-44,男,226281.3,0.922,0.963,0.85,170775.2,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,40-44,女,220142.9,0.78,0.963,0.85,140563.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,45-49,男,264979.2,0.93,0.963,0.85,201715.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,45-49,女,264965.0,0.75,0.963,0.85,162664.3,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,50-54,男,268047.9,0.927,0.963,0.85,203393.6,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,50-54,女,281353.4,0.7122,0.963,0.85,164021.4,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,55-59,男,262732.1,0.8485,0.963,0.85,182477.9,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,55-59,女,301295.2,0.5958,0.963,0.85,146934.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,60-64,男,249670.9,0.6805,0.963,0.85,139072.5,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,60-64,女,311208.4,0.3921,0.963,0.85,99893.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2041,15-19,混合,197187.0,0.2,0.963,0.85,32281.5,高,乐观,男+女合计
2041,20-24,混合,302416.5,0.64,0.963,0.85,158427.5,高,乐观,男+女合计
2041,25-29,混合,372123.5,0.915,0.963,0.85,278710.6,高,乐观,男+女合计
2041,30-34,混合,380417.2,0.909,0.963,0.85,283054.0,高,乐观,男+女合计
2041,35-39,混合,383565.8,0.88,0.963,0.85,276291.6,高,乐观,男+女合计
2041,40-44,混合,446424.2,0.852,0.963,0.85,311338.3,高,乐观,男+女合计
2041,45-49,混合,529944.2,0.84,0.963,0.85,364380.1,高,乐观,男+女合计
2041,50-54,混合,549401.3,0.817,0.963,0.85,367415.0,高,乐观,男+女合计
2041,55-59,混合,564027.3,0.7135,0.963,0.85,329412.0,高,乐观,男+女合计
2041,60-64,混合,560879.3,0.5205,0.963,0.85,238965.6,高,乐观,男+女合计
2042,15-19,男,101853.0,0.22,0.963,0.85,18341.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,15-19,女,97182.2,0.179,0.963,0.85,14242.3,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,20-24,男,146416.0,0.67,0.963,0.85,80298.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,20-24,女,140667.8,0.6088,0.963,0.85,70096.5,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,25-29,男,185543.7,0.955,0.963,0.85,145042.3,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,25-29,女,178590.4,0.8734,0.963,0.85,127684.4,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,30-34,男,196076.5,0.959,0.963,0.85,153918.0,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,30-34,女,189801.0,0.8573,0.963,0.85,133198.8,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,35-39,男,193951.2,0.94,0.963,0.85,149233.2,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,35-39,女,194487.6,0.8202,0.963,0.85,130568.6,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,40-44,男,221746.0,0.922,0.963,0.85,167352.4,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,40-44,女,217535.3,0.7806,0.963,0.85,139004.4,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,45-49,男,259090.0,0.93,0.963,0.85,197232.7,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,45-49,女,258209.4,0.7497,0.963,0.85,158453.1,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,50-54,男,268554.9,0.927,0.963,0.85,203778.3,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,50-54,女,279608.7,0.7113,0.963,0.85,162809.0,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,55-59,男,264504.3,0.848,0.963,0.85,183600.5,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,55-59,女,298582.1,0.5934,0.963,0.85,145031.5,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,60-64,男,252341.1,0.68,0.963,0.85,140456.6,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,60-64,女,309860.4,0.3897,0.963,0.85,98842.2,高,乐观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2042,15-19,混合,199035.2,0.2,0.963,0.85,32584.1,高,乐观,男+女合计
2042,20-24,混合,287083.8,0.64,0.963,0.85,150395.2,高,乐观,男+女合计
2042,25-29,混合,364134.1,0.915,0.963,0.85,272726.7,高,乐观,男+女合计
2042,30-34,混合,385877.5,0.909,0.963,0.85,287116.8,高,乐观,男+女合计
2042,35-39,混合,388438.8,0.88,0.963,0.85,279801.8,高,乐观,男+女合计
2042,40-44,混合,439281.3,0.852,0.963,0.85,306356.8,高,乐观,男+女合计
2042,45-49,混合,517299.4,0.84,0.963,0.85,355685.8,高,乐观,男+女合计
2042,50-54,混合,548163.6,0.817,0.963,0.85,366587.3,高,乐观,男+女合计
